QKEY,INTERVIEW_START_W142,INTERVIEW_END_W142,DEVICE_TYPE_W142,LANG_W142,FORM_W142,XMARITAL_W142,USBEST_COLLEGE_DK_W142,USBEST_ENTERTAINMENT_DK_W142,USBEST_SLIVING_DK_W142,USBEST_MILITARY_DK_W142,USBEST_MEDACHIEVE_DK_W142,USBEST_POLSYSTEM_DK_W142,USBEST_SCIACHIEVE_DK_W142,USBEST_STEMEDUK12_DK_W142,SNSRATE_W142,TECHPOW_W142,TC5_W142,TC6b_W142,SM7_W142,EMPLSIT_W142,FACTWELL_a_W142,FACTWELL_b_W142,FACTWELL_c_W142,FACTWELL_d_W142,FACTWELL_e_W142,FACTWELL_f_W142,FACTWELL_g_W142,FACTWELL_h_W142,FACTWELL_i_W142,FACTWELL_j_W142,FACTWELL_k_W142,TALKMH_a_W142,TALKMH_b_W142,TALKMH_c_W142,TALKMH_d_W142,TALKMH_e_W142,TALKMH_f_W142,TALKMH_g_W142,FACTWGT_a_W142,FACTWGT_b_W142,FACTWGT_c_W142,FACTWGT_d_W142,FACTWGT_e_W142,WILLPWR_W142,OZHEARD_W142,OZUSE_a_W142,OZUSE_b_W142,REDUCOBES_W142,COVIDTHREAT_a_W142,COVIDTHREAT_b_W142,COVIDTHREAT_c_W142,COVIDTHREAT_d_W142,COVID_INFECT_a_W142,COVID_INFECT_b_W142,HRDLONGCOV_W142,LONGCOVID_W142,NEWCOVVAX_W142,USEAI_W142,GENAICRED_W142,AICOPYRGHT_a_W142,AICOPYRGHT_b_W142,AICOPYRGHT_c_W142,AICOPYRGHT_d_W142,AICOPYRGHT_e_W142,AICOPYRGHT_f_W142,AICOPYRGHT_g_W142,CRYPT1_W142,CRYPT2_W142,CRYPTNOW_W142,CRYPTSEC_W142,CRYPT4_W142,GPT1_W142,GPTUSE_W142,GPT2_a_W142,GPT2_b_W142,GPT2_c_W142,GPTPOL1_W142,GPTPOL2_W142,SCI_FLU1_W142,SCI_FLU2_W142,SELFWGT_W142,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W142
201501615153,2024-02-07T19:23:36Z,2024-02-07T19:34:08Z,2,1,2,1,,3,3,2,3,4,,4,2,1,1,3,1,5,2,,,,,,3,2,3,2,1,4,3,4,4,,,4,1,3,3,2,2,2,1,1,2,3,,,,,3,3,,,1,4,2,,,,1,1,1,1,1,2,,4,,1,,2,2,,2,5,1,1,2,1,2,3,3,3,1,3,2,2,,1,1,1,1,1,2,2,2,5,3,1,1,2,1,6,3,2,2,2,3.5666650041949732
201501615280,2024-02-07T17:14:32Z,2024-02-07T19:00:51Z,2,1,2,1,,2,2,1,2,4,,1,2,1,2,1,1,5,1,,,,,,1,1,2,1,2,2,1,1,2,,,1,2,4,4,3,5,2,2,1,2,2,,,,,1,3,,,2,5,2,,,,2,1,2,2,2,2,,5,,2,,2,2,,2,5,1,1,2,1,1,2,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,1,4,2,3,2,2,0.37453787722194926
201501615347,2024-02-08T15:26:34Z,2024-02-08T16:15:53Z,3,1,2,1,,2,3,1,3,2,,1,1,1,1,2,2,1,2,,,,,,2,3,3,2,1,3,2,3,1,5,,4,2,1,1,2,4,2,2,1,2,4,,,,,4,4,,,1,5,2,,,,1,2,1,1,2,2,,4,,2,,2,2,2,2,4,1,2,2,1,3,5,2,4,1,1,6,2,,4,2,2,4,1,12,,3,5,2,,2,4,1,9,4,1,1,3,0.27747521133863656
201501615608,2024-02-08T14:38:14Z,2024-02-08T14:44:08Z,2,1,2,1,,2,2,2,3,4,,3,2,1,2,1,1,1,2,,,,,,3,2,4,3,2,1,1,1,2,3,,2,2,1,3,3,4,1,3,,,,,,,,4,4,,,2,5,3,,,,1,1,1,1,2,2,,5,,2,,2,2,2,2,6,2,3,2,1,3,7,3,2,1,2,3,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,3,4,2,2,1,1,4.71818025293598
201501615624,2024-02-07T17:11:24Z,2024-02-07T17:17:24Z,2,1,2,5,,2,2,2,2,2,,3,2,1,99,1,1,5,2,,,,,,2,2,2,2,2,2,,2,2,,,2,2,2,2,2,2,2,2,1,1,3,,,,,2,2,,,2,3,2,,,,1,1,1,1,2,2,,4,,3,,,,,,,2,3,2,1,3,5,2,4,2,2,3,2,,1,1,1,1,5,1,2,1,3,1,,1,1,1,7,2,2,2,3,0.6164971550395704
201501615629,2024-02-07T17:10:52Z,2024-02-07T17:20:33Z,1,1,1,1,4,,3,3,4,3,4,,2,1,2,1,1,1,2,2,1,1,2,2,,,,,,3,1,2,2,,2,,3,1,1,3,4,1,2,3,3,5,3,3,3,3,,,2,3,2,3,2,1,3,3,,,,1,3,,,,,3,,,,,,,,,2,1,1,2,3,3,1,2,3,2,,1,1,1,1,1,1,99,1,5,1,,1,1,1,9,1,2,2,3,1.7569134927363739
201501615636,2024-02-08T04:46:48Z,2024-02-08T04:55:37Z,2,1,2,1,,2,2,1,2,2,,3,2,1,2,1,1,5,1,,,,,,2,2,3,1,1,2,2,2,3,,,2,1,1,1,1,1,1,2,1,3,4,,,,,4,3,,,2,5,3,,,,1,1,1,1,2,2,,5,,3,,,,,,,1,1,2,2,2,3,3,4,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,1,2,1,3,0.4080260247388968
201501615662,2024-02-08T16:29:56Z,2024-02-09T16:31:07Z,2,1,2,1,,2,2,1,4,2,,3,3,1,1,2,2,5,4,,,,,,2,2,2,3,1,3,2,2,2,,,5,3,1,1,3,4,1,2,1,3,3,,,,,1,3,,,1,2,2,,,,1,1,1,1,1,99,,5,,3,,,,,,,1,99,3,2,2,3,3,4,1,2,3,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,5,4,2,2,2,0.6350251361806297
201501615820,2024-02-09T11:25:40Z,2024-02-09T11:33:14Z,2,2,1,3,4,,4,4,4,4,4,,3,3,2,3,2,2,3,3,3,3,3,3,,,,,,2,,3,3,,2,,3,3,3,3,3,1,3,,,,1,3,1,1,,,1,2,1,5,2,2,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,3,1,1,2,1,4,1,3,2,1,8,3,4,3,4,3,2,1,2,2,2,,2,4,1,2,4,2,2,1,0.2513380642789034
201501616080,2024-02-07T17:33:57Z,2024-02-07T17:41:59Z,2,2,2,1,,3,3,3,3,3,,3,1,1,1,1,2,2,4,,,,,,1,1,3,1,2,4,2,2,2,4,,3,1,1,1,1,3,1,3,,,,,,,,1,3,,,2,5,3,,,,2,2,1,1,2,2,,4,,2,,2,1,2,2,3,2,2,2,1,3,6,2,2,2,3,1,1,1,1,99,3,1,1,2,2,2,2,2,,2,3,2,1,2,1,1,1,1.88659321258643
201501616087,2024-02-08T07:15:59Z,2024-02-11T11:32:37Z,2,1,2,1,,3,2,4,4,3,,4,2,1,2,1,1,5,1,,,,,,4,3,4,4,2,2,1,2,4,,,3,3,2,1,2,3,1,1,2,2,4,,,,,4,4,,,2,4,3,,,,3,3,3,3,2,2,,5,,2,,2,2,,2,5,2,1,2,1,3,5,2,4,2,1,5,2,,4,1,1,4,1,12,,3,5,1,,1,1,1,5,2,2,2,2,1.0165688179685781
201501616125,2024-02-11T14:15:41Z,2024-02-11T14:24:17Z,1,1,1,1,2,,2,1,1,3,1,,2,1,3,3,2,1,99,3,2,1,2,2,,,,,,2,1,1,3,,3,,1,1,1,1,3,2,1,1,2,3,2,2,2,2,,,2,2,2,2,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,3,,,3,1,3,6,1,4,1,1,6,2,,1,1,1,1,1,1,2,1,4,2,,2,3,1,9,3,1,2,3,0.42831019782662233
201501616276,2024-02-07T19:32:05Z,2024-02-07T19:40:25Z,2,1,1,2,2,,2,1,2,3,2,,2,1,3,1,1,5,1,3,2,5,3,3,,,,,,2,2,2,4,,3,,2,1,2,2,4,1,2,1,2,4,2,2,3,3,,,2,3,2,2,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,3,1,3,5,2,4,1,1,5,2,,1,1,1,1,2,1,2,1,5,3,1,1,1,1,9,2,2,1,3,0.3143025592478141
201501616297,2024-02-09T12:42:18Z,2024-02-09T12:46:12Z,2,1,1,1,1,,2,1,3,4,1,,3,3,3,1,4,1,3,2,1,3,2,1,,,,,,3,1,3,1,,4,,3,2,1,2,3,1,3,,,,3,3,3,3,,,3,,2,3,2,1,1,1,,,,1,2,2,,4,,1,1,,,,,6,,,2,2,3,6,2,2,1,1,6,2,,1,1,1,1,1,1,1,1,3,3,1,1,2,2,8,3,1,2,2,2.3658164505178934
201501616464,2024-02-07T22:16:43Z,2024-02-07T22:21:14Z,2,1,1,3,2,,3,2,4,3,1,,2,1,1,3,2,1,3,3,3,1,2,1,,,,,,4,,3,3,,5,,2,1,1,4,1,1,3,,,,2,3,1,1,,,2,3,2,5,2,1,1,1,,,,1,1,1,1,4,2,3,,,,,,,,,2,1,3,5,2,2,1,2,3,2,,1,2,2,1,3,12,,3,1,2,,2,3,1,4,1,4,1,2,1.529475900539743
201501616918,2024-02-07T18:47:12Z,2024-02-07T18:59:06Z,1,1,2,6,,1,4,1,3,3,,4,2,1,1,1,1,5,4,,,,,,2,2,3,2,1,5,,5,3,,,5,2,1,3,1,4,2,3,,,,,,,,3,3,,,1,4,3,,,,1,1,1,1,2,2,,4,,2,,2,2,,2,5,1,1,2,1,3,7,1,4,1,2,3,2,,1,2,2,1,6,1,1,1,3,1,,1,2,1,1,3,2,1,1,0.22772118162590718
201501616979,2024-02-09T17:04:47Z,2024-02-09T17:11:17Z,2,1,2,1,,1,2,1,3,4,,2,2,1,2,1,1,1,4,,,,,,3,2,5,2,2,5,4,4,5,5,,5,2,1,1,1,1,2,3,,,,,,,,4,4,,,2,1,1,,,,3,1,1,3,2,2,,5,,2,,2,2,2,2,6,1,1,1,1,4,9,2,2,1,2,3,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,2,1.6989461362409108
201501617119,2024-02-07T18:51:29Z,2024-02-07T18:57:35Z,2,1,2,1,,1,1,1,1,1,,1,2,1,2,1,1,1,1,,,,,,3,1,4,1,1,2,1,2,2,3,,1,1,1,1,1,5,2,1,1,1,1,,,,,4,4,,,2,1,2,,,,1,1,1,1,1,2,,4,,1,,2,2,2,2,5,1,3,1,1,3,7,3,3,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,2,1,2,2,0.46132698435813213
201501617177,2024-02-08T12:15:34Z,2024-02-08T12:23:28Z,1,1,2,1,,1,1,1,4,1,,5,2,1,2,2,4,3,1,,,,,,3,3,5,3,5,3,5,3,5,,,5,4,2,3,3,5,1,3,,,,,,,,4,4,,,2,1,1,,,,1,1,1,1,3,,,,,3,,,,,,,2,3,3,1,4,9,1,3,1,1,6,2,,1,1,1,1,1,5,,4,1,1,,1,1,1,9,1,1,1,3,0.4522172468165119
201501617219,2024-02-09T00:21:14Z,2024-02-09T00:31:06Z,2,1,2,3,,1,2,1,4,2,,2,2,1,1,1,2,1,3,,,,,,2,2,3,2,2,3,,4,4,4,,4,2,1,2,3,2,2,2,3,3,6,,,,,2,2,,,2,5,3,,,,2,2,2,2,2,2,,5,,2,,1,2,2,2,4,2,2,5,1,3,5,2,2,1,2,3,2,,1,2,2,1,3,12,,3,5,2,,2,3,1,7,2,1,2,2,1.0795354588922887
201501617267,2024-02-08T05:15:50Z,2024-02-08T05:31:33Z,2,1,2,1,,2,3,2,5,4,,5,2,1,1,1,2,3,4,,,,,,3,4,5,2,2,2,1,2,3,,,5,2,2,2,2,2,2,2,2,1,4,,,,,3,3,,,2,4,1,,,,2,2,2,2,2,1,1,4,3,2,,2,2,,2,4,2,3,99,1,2,3,3,2,2,2,4,2,,1,1,1,1,1,10,,3,6,3,99,9,9,3,1,4,1,1,1,1.038664073833706
201501617329,2024-02-08T14:05:08Z,2024-02-08T14:12:40Z,1,1,2,1,,3,4,3,3,4,,3,3,3,1,3,3,5,2,,,,,,1,1,3,2,1,2,1,1,99,,,2,1,2,3,1,5,2,2,1,2,6,,,,,1,1,,,1,5,3,,,,3,3,3,3,3,,,,,3,,,,,,,1,1,3,1,2,4,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,6,2,4,2,2,0.9389412016909701
201501617649,2024-02-07T17:50:14Z,2024-02-07T17:54:52Z,2,1,2,1,,1,3,1,3,3,,3,2,1,1,2,2,1,3,,,,,,2,1,3,1,1,2,3,3,1,3,,3,1,1,2,1,3,2,2,1,1,3,,,,,3,4,,,1,2,2,,,,1,1,2,1,2,2,,3,,1,,2,2,1,2,6,1,1,2,1,2,3,2,2,1,1,5,1,1,1,1,3,1,1,1,2,1,5,2,,2,3,1,9,3,1,2,2,0.7811808063043991
201501617739,2024-02-09T16:57:34Z,2024-02-09T17:22:11Z,3,1,1,1,3,,2,2,2,3,2,,2,1,3,1,1,4,2,2,2,3,1,1,,,,,,3,3,2,4,,3,,3,1,4,1,5,99,2,3,3,4,2,2,1,2,,,2,2,2,5,3,2,2,3,,,,1,2,2,,4,,3,,,,,,,,,5,1,2,3,2,4,2,3,2,2,,1,1,1,1,1,2,99,2,2,1,,1,1,1,1,2,,2,1,3.100028017881151
201501618250,2024-02-07T22:02:42Z,2024-02-07T22:15:09Z,2,1,1,1,2,,1,2,2,1,3,,3,1,1,1,3,5,1,1,2,3,2,1,,,,,,3,2,3,3,,5,,2,1,1,2,1,2,1,1,1,3,1,1,2,2,,,3,,2,3,3,1,1,1,,,,1,2,2,,4,,2,2,,,,,4,,,2,1,2,3,2,4,1,1,5,2,,1,2,2,1,1,1,1,1,3,3,2,2,3,1,5,3,2,1,2,0.2014043921166867
201501618307,2024-02-08T13:12:22Z,2024-02-08T13:21:50Z,1,1,1,1,6,,2,1,4,3,4,,2,1,3,3,2,4,1,4,4,5,2,2,,,,,,2,1,1,2,,4,,2,1,2,2,4,2,2,3,3,3,2,2,2,3,,,2,2,2,2,3,3,3,3,,,,3,3,,,,,3,,,,,,,,,4,2,3,6,3,4,1,3,1,2,,1,1,1,1,1,1,1,1,5,1,,1,2,2,1,3,,2,1,4.896901675457283
201501618315,2024-02-08T01:02:24Z,2024-02-08T01:12:29Z,2,1,1,6,2,,1,1,2,2,2,,2,1,1,3,1,4,2,3,3,3,3,2,,,,,,2,,2,2,,4,,2,1,2,1,3,2,2,1,2,3,1,1,2,2,,,2,1,1,3,3,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,2,2,2,4,3,3,1,2,3,2,,1,1,1,1,6,1,1,1,4,1,,1,2,1,1,3,2,1,1,0.6482568529392451
201501618809,2024-02-08T05:04:57Z,2024-02-08T05:42:23Z,2,1,1,1,1,,2,1,4,4,2,,2,1,1,3,1,1,3,2,1,2,1,3,,,,,,3,1,3,2,,4,,3,3,2,2,5,2,1,3,2,2,1,1,1,1,,,1,1,1,5,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,3,1,1,2,3,3,1,2,3,2,,1,4,4,1,1,12,,3,6,4,2,2,3,1,4,3,4,2,1,0.22787651377579637
201501618962,2024-02-07T17:41:51Z,2024-02-07T17:52:46Z,1,1,1,6,2,,2,1,4,2,2,,3,1,3,3,1,1,3,2,2,2,2,3,,,,,,2,,3,1,,3,,3,1,1,2,3,2,2,1,2,2,2,3,2,3,,,2,2,2,2,1,1,2,2,,,,2,1,1,1,4,2,1,1,,,,,4,,,2,2,4,8,3,2,1,1,5,2,,1,1,1,1,6,9,,3,6,3,2,2,4,1,9,4,1,2,3,1.0049609019731385
201501619063,2024-02-07T18:33:26Z,2024-02-07T18:42:51Z,1,1,2,3,,3,3,1,2,4,,2,2,1,2,3,1,5,5,,,,,,1,1,3,1,1,5,,3,3,,,4,1,1,3,1,5,2,3,,,,,,,,4,4,,,2,1,2,,,,3,3,3,3,2,2,,4,,3,,,,,,,2,3,2,1,3,5,2,4,2,1,6,2,,1,2,2,1,3,11,,4,6,4,99,9,9,2,1,5,1,1,1,1.191949465878143
201501619644,2024-02-07T17:23:21Z,2024-02-07T17:36:58Z,2,1,1,1,3,,3,2,4,4,2,,2,1,3,3,2,1,1,2,2,3,2,3,,,,,,4,2,4,3,,5,,3,2,2,1,2,2,2,2,2,5,2,2,2,2,,,1,2,2,2,2,1,2,2,,,,1,2,2,,5,,1,1,,,,,6,,,2,,1,1,3,3,2,1,6,2,,1,99,99,1,1,10,,3,4,3,2,2,3,1,9,2,2,2,99,0.45649695791660616
201501619815,2024-02-07T18:18:26Z,2024-02-07T18:23:17Z,1,1,2,3,,1,2,1,2,3,,3,2,3,1,1,1,1,2,,,,,,2,1,2,3,2,3,,3,3,5,,4,3,1,1,3,3,2,2,3,2,3,,,,,4,3,,,1,4,1,,,,1,2,2,1,1,2,,5,,1,,1,1,2,2,3,1,1,2,1,1,2,2,3,1,1,6,2,,1,1,1,1,3,1,2,1,4,1,,1,2,1,5,3,1,1,2,0.5174104163513052
201501619932,2024-02-07T18:26:17Z,2024-02-07T18:44:30Z,1,1,2,3,,1,2,1,2,2,,2,1,1,1,1,2,5,3,,,,,,3,3,4,3,2,4,,2,3,,,3,3,4,4,3,3,1,2,3,2,3,,,,,3,3,,,2,5,3,,,,1,2,1,1,2,2,,4,,2,,2,2,,2,4,1,1,3,2,2,4,1,4,2,3,2,2,,1,1,1,1,3,1,1,1,4,1,,1,1,1,1,2,2,2,1,2.286896964522971
201501620506,2024-02-08T09:47:38Z,2024-02-08T09:54:17Z,1,1,2,1,,6,6,99,4,2,,2,2,1,1,3,3,5,3,,,,,,1,1,4,1,1,3,2,3,2,,,4,2,1,3,3,4,2,2,1,2,3,,,,,1,1,,,1,3,3,,,,3,3,3,3,3,,,,,3,,,,,,,1,1,1,2,2,3,3,4,1,2,3,2,,1,1,1,1,1,12,,3,6,3,2,2,3,1,4,3,2,2,2,0.6350251361806297
201501620631,2024-02-07T20:26:20Z,2024-02-07T20:34:03Z,2,1,2,1,,1,2,2,2,3,,2,3,3,3,3,2,1,3,,,,,,3,2,4,3,2,2,1,3,1,4,,4,2,2,2,2,3,1,3,,,,,,,,2,4,,,2,2,3,,,,2,1,1,1,2,2,,5,,1,,1,2,2,2,4,2,2,2,1,3,5,1,2,2,1,6,2,,1,1,1,1,1,1,2,1,4,2,,2,4,1,9,5,1,2,3,0.9302451141212222
201501620911,2024-02-07T17:49:51Z,2024-02-07T18:00:13Z,2,1,1,3,2,,2,2,3,3,2,,1,1,2,1,1,2,2,3,2,4,2,3,,,,,,2,,2,3,,4,,2,2,2,3,4,1,2,1,2,2,3,3,1,3,,,2,2,2,4,2,1,1,1,,,,1,2,2,,4,,2,1,,,,,5,,,2,1,2,4,2,3,2,3,2,2,,1,1,1,1,3,12,,3,6,1,,1,1,1,3,2,1,2,1,0.40091733008664854
201501620940,2024-02-07T17:23:11Z,2024-02-07T17:30:40Z,2,1,1,1,2,,2,1,2,3,2,,2,1,1,2,3,3,2,3,2,3,3,2,,,,,,4,2,4,3,,5,,3,2,2,2,2,2,3,,,,2,2,2,2,,,2,4,1,5,2,1,1,1,,,,1,2,2,,5,,2,2,,,,,5,,,2,1,3,7,2,3,2,1,5,2,,1,1,1,1,1,2,2,2,4,3,2,2,3,1,5,3,2,2,2,0.7764006260299956
201501620999,2024-02-07T17:12:33Z,2024-02-07T17:24:02Z,2,1,1,3,3,,3,3,4,4,3,,2,1,3,1,3,5,3,3,2,5,2,2,,,,,,3,,3,4,,4,,2,2,3,2,3,2,2,2,2,4,2,3,2,2,,,2,3,2,5,2,3,3,3,,,,3,2,2,,4,,2,2,,,,,3,,,2,1,4,9,2,4,2,2,4,2,,1,1,1,1,3,8,,4,1,4,1,1,9,1,4,99,,1,2,1.3935240341619333
201501621360,2024-02-07T17:14:38Z,2024-02-07T17:25:37Z,2,1,1,1,3,,3,2,4,3,3,,2,1,3,3,2,5,2,3,3,3,2,2,,,,,,3,2,3,3,,4,,3,2,2,2,3,2,2,1,2,4,2,2,2,2,,,2,2,1,5,2,1,1,1,,,,1,3,,,,,3,,,,,,,,,4,2,4,8,3,4,1,2,3,1,1,1,1,3,1,1,2,2,2,2,1,,1,2,1,4,3,2,2,2,0.6740227004455063
201501621546,2024-02-07T21:21:04Z,2024-02-07T21:32:20Z,2,1,2,1,,2,2,2,2,3,,3,2,1,1,2,2,5,1,,,,,,2,2,2,1,2,2,3,2,1,,,2,2,3,2,2,2,2,1,1,3,3,,,,,2,3,,,1,3,2,,,,1,1,1,1,1,2,,4,,1,,2,2,,2,3,1,1,2,1,2,3,2,3,2,1,6,2,,1,1,1,1,1,12,,3,5,2,,2,4,1,9,4,1,1,3,0.34301562216673287
201501621777,2024-02-07T23:38:28Z,2024-02-07T23:45:28Z,2,1,2,1,,2,2,1,4,3,,2,2,1,1,2,2,1,2,,,,,,2,1,4,2,1,1,2,2,2,3,,4,4,3,3,3,4,2,3,,,,,,,,3,3,,,2,4,2,,,,2,1,1,2,2,2,,4,,1,,1,2,1,2,4,2,2,2,,4,9,2,2,1,1,6,2,,3,3,5,4,1,8,,4,3,3,2,2,4,2,8,4,1,1,99,0.3973813423661812
201501622126,2024-02-09T13:27:06Z,2024-02-09T13:34:19Z,2,1,1,1,1,,1,1,1,1,1,,3,3,3,3,2,1,2,4,3,2,2,5,,,,,,3,2,3,3,,5,,1,3,3,3,5,2,1,1,2,2,2,2,2,3,,,1,2,2,4,2,1,2,1,,,,1,1,2,,5,,1,1,,,,,6,,,2,1,2,3,2,3,1,1,6,2,,4,3,5,4,1,12,,3,5,2,,2,4,1,9,4,2,2,3,0.7901118865931702
201501622215,2024-02-07T18:47:38Z,2024-02-08T17:52:09Z,2,1,1,99,3,,2,2,3,2,3,,2,99,3,1,1,5,2,3,2,3,2,3,,,,,,3,,3,3,,4,,3,2,3,2,3,2,99,,,,2,2,1,3,,,1,2,2,4,2,1,1,1,,,,1,2,2,,4,,3,,,,,,,,,99,1,1,2,99,4,2,2,3,99,,99,99,99,99,99,1,2,1,4,3,99,9,9,3,7,99,99,99,2,1.2961669877432926
201501622346,2024-02-07T18:49:59Z,2024-02-07T18:54:43Z,2,1,2,1,,3,3,1,2,3,,4,2,1,3,1,2,2,2,,,,,,2,3,3,3,2,2,4,3,2,3,,1,3,2,3,3,3,2,2,1,2,2,,,,,4,3,,,2,3,1,,,,2,1,1,2,2,2,,5,,1,,2,1,1,2,2,2,3,1,2,2,3,2,2,2,1,5,2,,1,1,1,1,1,2,2,2,3,1,,1,1,1,3,1,1,1,1,0.479856957180342
201501622472,2024-02-07T20:19:58Z,2024-02-07T20:24:04Z,2,1,1,2,2,,2,2,5,4,2,,3,1,1,1,1,1,2,3,2,1,1,3,,,,,,4,3,3,4,,5,,3,1,1,1,5,1,1,1,2,4,2,3,3,3,,,2,2,2,5,2,1,1,1,,,,1,2,1,2,5,3,1,1,,,,,5,,,3,1,3,6,2,1,2,2,4,2,,1,1,1,1,2,1,2,1,4,1,,1,2,3,9,3,1,2,3,4.896901675457283
201501622488,2024-02-10T16:24:56Z,2024-02-10T16:28:59Z,2,1,1,1,3,,3,1,4,4,3,,2,1,1,2,2,1,1,3,3,2,1,5,,,,,,1,1,1,2,,4,,3,3,3,2,2,2,2,1,2,4,1,2,2,2,,,2,2,1,5,2,1,1,1,,,,1,1,2,,5,,2,2,,,,,5,,,1,1,1,2,2,3,1,1,6,2,,1,1,1,1,1,9,,3,6,4,2,2,4,1,9,5,1,1,2,0.2967847706852621
201501622506,2024-02-10T15:42:59Z,2024-02-10T15:53:57Z,2,1,2,1,,2,2,3,2,5,,3,2,1,2,1,1,1,5,,,,,,1,1,3,1,1,2,1,2,2,2,,1,3,3,1,1,4,2,2,2,2,3,,,,,3,3,,,2,5,3,,,,1,3,3,1,3,,,,,3,,,,,,,1,1,1,2,3,6,2,3,1,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,3,7,1,2,2,2,4.896901675457283
201501622631,2024-02-08T11:03:44Z,2024-02-08T11:10:22Z,1,1,1,1,4,,1,1,2,2,1,,2,1,1,1,1,2,1,2,2,3,2,2,,,,,,2,1,2,2,,2,,3,1,2,3,5,1,2,2,2,5,1,2,1,1,,,1,1,2,2,2,1,1,1,,,,1,1,1,1,3,3,2,2,,,,,6,,,2,1,1,2,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,4,3,1,1,1,1,8,1,2,2,2,0.4056979528969629
201501622702,2024-02-11T12:52:26Z,2024-02-11T12:59:29Z,1,1,1,1,2,,2,1,2,2,2,,1,1,3,3,3,1,1,2,2,1,2,2,,,,,,4,2,3,1,,4,,1,1,1,2,3,2,2,1,2,3,2,1,1,2,,,2,1,1,3,2,1,1,1,,,,1,2,1,1,3,2,2,1,,,,,3,,,2,1,2,3,2,3,1,2,3,1,1,1,4,3,1,1,1,1,1,4,3,2,2,3,2,8,3,1,2,2,0.6578412588744731
201501622724,2024-02-09T11:29:57Z,2024-02-09T11:34:48Z,2,1,2,6,,2,2,2,3,3,,3,1,3,3,1,3,1,2,,,,,,3,2,3,2,2,2,,2,2,2,,2,2,2,2,3,2,1,2,3,3,3,,,,,2,3,,,2,4,3,,,,1,1,3,3,2,2,,3,,2,,2,2,2,2,6,2,3,3,1,2,4,1,2,1,3,2,2,,1,1,1,1,6,1,2,1,2,2,,2,4,1,8,4,2,2,3,4.503041780269166
201501622891,2024-02-07T18:10:27Z,2024-02-07T18:16:11Z,2,1,2,1,,2,3,1,4,3,,4,2,1,1,3,1,2,2,,,,,,2,2,3,2,1,2,1,2,3,3,,4,3,1,1,1,1,1,3,,,,,,,,2,2,,,2,3,1,,,,2,1,1,2,1,1,1,3,3,2,,2,2,2,2,4,2,3,3,1,1,2,2,3,1,2,3,2,,1,1,1,1,1,12,,3,5,3,2,2,4,1,9,4,2,2,2,0.8476312148994071
201501623001,2024-02-09T11:35:37Z,2024-02-09T12:09:32Z,1,1,2,3,,3,2,3,3,3,,4,3,3,1,1,1,1,2,,,,,,3,2,4,1,2,1,,3,1,2,,5,2,2,2,2,3,2,2,3,2,6,,,,,4,4,,,2,4,2,,,,2,1,1,2,2,2,,4,,3,,,,,,,2,3,3,1,3,7,2,2,2,3,2,2,,1,1,1,1,3,12,,3,6,4,1,1,2,1,7,3,1,2,2,0.7774108101084676
201501623142,2024-02-10T22:53:50Z,2024-02-10T23:06:08Z,2,1,1,1,1,,1,1,1,1,2,,2,1,1,1,1,5,3,2,1,3,3,3,,,,,,3,1,2,2,,4,,3,1,2,1,3,2,2,1,2,3,3,3,3,3,,,3,,2,5,2,2,2,1,,,,1,2,2,,5,,3,,,,,,,,,2,2,3,7,3,4,1,1,5,2,,1,1,1,1,1,1,2,1,6,3,1,1,1,1,5,2,3,2,2,0.8529402466055479
201501623251,2024-02-08T16:34:42Z,2024-02-08T16:41:15Z,2,1,1,5,4,,2,2,4,4,2,,2,1,1,1,1,1,3,1,1,1,2,1,,,,,,2,,2,2,,2,,3,1,1,1,2,2,1,1,1,3,2,2,2,2,,,2,1,1,5,2,1,1,3,,,,1,2,2,,4,,3,,,,,,,,,3,1,1,2,2,3,1,2,4,2,,1,1,1,1,5,2,2,2,2,2,,2,3,1,3,3,2,2,2,1.8482440520808052
